,epoch,loss,val_loss,ivw,evw,ivw_ann,f_loss
0,1.0,1516186.1,1420321.6,47730.918,47717.594,607.7958,0.0
1,2.0,112327.77,244028.03,29273.36,29268.59,1243.3834,0.0
2,3.0,154498.66,153616.86,50569.805,50553.844,2121.652,0.0
3,4.0,114803.38,104487.38,53574.645,53555.68,2702.1917,0.0
4,5.0,81289.984,74079.88,53461.305,53442.375,3286.0222,0.0
5,6.0,54926.145,56115.953,50311.883,50296.01,3809.7861,0.0
6,7.0,62307.15,44274.28,66335.98,66311.414,5246.727,0.0
7,8.0,32336.932,35710.105,48035.22,48020.992,4879.3545,0.0
8,9.0,39140.117,29408.521,63565.617,63542.78,6408.3013,0.0
9,10.0,10892.586,24437.875,29804.604,29799.88,4667.074,0.0
10,11.0,9158.19,20545.08,29799.602,29794.86,5109.5415,0.0
11,12.0,7869.893,17379.879,30113.027,30108.16,5567.3774,0.0
12,13.0,16057.107,14801.961,53468.805,53449.97,7872.6743,0.0
13,14.0,11653.212,12622.272,49250.668,49236.195,8490.198,0.0
14,15.0,12974.526,10827.978,55968.53,55949.816,9187.561,0.0
15,16.0,9146.15,9301.771,50370.16,50353.953,9794.966,0.0
16,17.0,9636.766,8017.293,55695.66,55676.773,10607.502,0.0
17,18.0,6653.6846,6902.921,49877.25,49861.555,11504.474,0.0
18,19.0,2556.023,5970.7446,29316.943,29312.33,9580.179,0.0
19,20.0,4501.7104,5182.0586,47362.777,47349.527,13204.31,0.0
20,21.0,6274.7188,4497.2915,65682.664,65658.22,16991.111,0.0
21,22.0,4257.9834,3905.3552,53582.67,53563.66,15330.123,0.0
22,23.0,3300.345,3399.2556,50189.613,50173.918,16293.372,0.0
23,24.0,4140.7075,2968.821,66344.84,66321.016,20706.531,0.0
24,25.0,2533.2405,2588.8777,50582.18,50566.17,18596.053,0.0
25,26.0,2729.401,2266.1113,55845.844,55827.094,19820.703,0.0
26,27.0,1734.2212,1983.7076,47416.293,47402.965,20938.312,0.0
27,28.0,2473.9702,1741.7799,66494.84,66469.64,26516.307,0.0
28,29.0,2079.9526,1531.3707,64916.703,64893.355,28058.066,0.0
29,30.0,1169.7217,1348.9866,47036.98,47023.52,25146.398,0.0
30,31.0,1714.3934,1191.2478,67458.05,67433.11,32017.129,0.0
31,32.0,571.0946,1052.8257,33133.15,33125.496,21972.984,0.0
32,33.0,1022.72906,934.0204,53735.22,53716.105,30158.8,0.0
33,34.0,735.7853,828.9085,48080.074,48066.277,31446.684,0.0
34,35.0,652.1596,738.08093,48009.605,47995.85,33160.594,0.0
35,36.0,283.9127,657.51215,30033.965,30028.914,27201.078,0.0
36,37.0,253.30371,588.1206,30126.72,30121.865,28642.227,0.0
37,38.0,225.79456,527.5958,29873.363,29868.422,30087.46,0.0
38,39.0,462.6537,474.76938,50455.805,50439.883,40728.95,0.0
39,40.0,188.0676,428.11346,30341.557,30336.393,33046.51,0.0
40,41.0,475.78793,388.16705,56316.035,56296.934,44630.562,0.0
41,42.0,149.73285,351.76743,29778.58,29773.768,36104.18,0.0
42,43.0,342.63412,320.22287,52461.19,52442.85,48650.62,0.0
43,44.0,126.46145,292.0535,30093.059,30088.229,39223.855,0.0
44,45.0,243.77766,267.68466,48316.246,48301.45,52405.73,0.0
45,46.0,228.67532,245.61986,49473.434,49458.84,54809.055,0.0
46,47.0,207.14742,225.8829,48405.23,48390.176,56506.98,0.0
47,48.0,155.3264,208.61528,43458.734,43447.73,56790.875,0.0
48,49.0,84.952065,193.5217,29857.182,29852.385,47076.09,0.0
49,50.0,196.83206,180.48528,54030.477,54011.637,63555.133,0.0
50,51.0,183.38887,168.25854,53715.32,53696.367,65096.785,0.0
51,52.0,170.40785,157.77434,53516.93,53498.344,67432.87,0.0
52,53.0,134.65804,148.62456,48532.82,48518.363,68040.7,0.0
53,54.0,136.95258,140.35959,50439.33,50423.42,70138.83,0.0
54,55.0,60.945232,132.99821,30128.54,30123.559,55582.94,0.0
55,56.0,123.52189,127.13017,50193.082,50177.297,73352.56,0.0
56,57.0,113.235176,121.61251,49111.17,49096.332,74772.61,0.0
57,58.0,103.32526,116.79082,47780.53,47766.938,76130.5,0.0
58,59.0,109.19486,112.866745,50129.695,50113.82,76825.01,0.0
59,60.0,62.033657,109.22609,33133.15,33125.496,60682.918,0.0
60,61.0,85.92108,106.3883,44978.016,44966.195,77437.695,0.0
61,62.0,125.08888,104.108246,55951.805,55932.992,80012.39,0.0
62,63.0,80.900154,101.76986,44480.395,44469.332,78999.164,0.0
63,64.0,107.43564,100.153366,53212.082,53193.4,81446.71,0.0
64,65.0,56.55219,98.71232,33133.15,33125.492,63464.203,0.0
65,66.0,118.05043,97.74371,56359.547,56340.633,82721.02,0.0
66,67.0,83.218636,96.62564,46538.457,46525.555,81761.14,0.0
67,68.0,88.52155,95.85536,48877.445,48862.715,82558.04,0.0
68,69.0,133.71399,95.28402,66711.06,66686.17,99965.766,0.0
69,70.0,128.59938,94.79817,65688.484,65664.836,99193.234,0.0
70,71.0,130.86551,94.27747,65720.125,65695.89,99402.67,0.0
71,72.0,79.56647,93.798546,45719.867,45707.15,82331.09,0.0
72,73.0,76.540184,95.79401,47953.594,47939.293,76533.195,0.0
73,74.0,60.2306,80.55861,47097.523,47084.258,68075.24,0.0
74,75.0,53.772686,71.15231,48918.504,48904.65,67169.64,0.0
75,76.0,48.946613,64.63451,50267.01,50251.113,64535.363,0.0
76,77.0,21.012331,64.36761,29960.166,29955.271,49212.73,0.0
77,78.0,53.20317,54.07708,65444.18,65420.83,70089.97,0.0
78,79.0,60.719418,52.273182,67161.71,67136.91,67817.39,0.0
79,80.0,33.890068,40.069344,53821.793,53802.918,60224.617,0.0
80,81.0,43.344315,44.219124,67213.02,67188.484,66293.46,0.0
81,82.0,32.231487,38.270905,50630.965,50614.305,53721.47,0.0
82,83.0,26.313581,31.833078,50107.33,50091.52,54864.105,0.0
83,84.0,35.33032,33.259075,66683.5,66658.62,67310.88,0.0
84,85.0,27.386808,29.712997,53792.81,53773.707,52433.273,0.0
85,86.0,19.047518,25.687035,45877.56,45865.08,49633.53,0.0
86,87.0,32.716167,22.819942,66839.54,66815.25,57085.773,0.0
87,88.0,17.536562,26.59971,50151.875,50136.055,49238.117,0.0
88,89.0,17.85261,26.158138,47848.984,47835.406,47373.0,0.0
89,90.0,15.794154,23.192402,49919.395,49903.543,46974.918,0.0
90,91.0,20.140778,20.673483,66450.945,66426.92,64244.28,0.0
91,92.0,10.892168,14.97003,47294.3,47281.16,49998.684,0.0
92,93.0,8.383985,13.320366,33133.152,33125.492,39280.98,0.0
93,94.0,8.333082,16.35444,48607.05,48592.785,49821.285,0.0
94,95.0,13.069352,10.474531,55824.023,55805.227,49369.242,0.0
95,96.0,10.446666,10.775541,57033.566,57014.09,68596.85,0.0
96,97.0,6.55207,12.30807,51306.477,51289.617,51126.18,0.0
97,98.0,6.946812,15.035781,29588.295,29583.574,32124.34,0.0
98,99.0,6.4678483,10.580202,33133.15,33125.492,42380.35,0.0
99,100.0,6.8100796,11.684899,53613.715,53594.98,51886.97,0.0
100,101.0,6.3270774,12.958832,50091.383,50075.613,48749.504,0.0
101,102.0,5.9735923,13.310644,53560.195,53541.41,48445.13,0.0
102,103.0,2.9392583,16.744339,30002.172,29997.385,29665.422,0.0
103,104.0,5.3178773,8.092924,50269.047,50253.137,64083.727,0.0
104,105.0,4.6039042,7.133857,53912.4,53893.19,52962.195,0.0
105,106.0,4.3981495,15.003801,49141.766,49127.395,57936.48,0.0
106,107.0,5.5376687,14.340653,64119.58,64096.594,65797.516,0.0
107,108.0,3.6120458,9.652528,33133.15,33125.492,41354.957,0.0
108,109.0,3.3855827,11.455524,48450.668,48436.848,50949.793,0.0
109,110.0,3.9674702,14.550643,53567.617,53548.76,60044.453,0.0
110,111.0,3.6749587,13.4375,50259.72,50243.82,53518.145,0.0
111,112.0,2.6994936,7.9340835,33133.145,33125.492,39198.285,0.0
112,113.0,4.328622,6.4416313,47715.42,47701.43,55861.98,0.0
113,114.0,2.8439991,15.902372,53399.375,53380.51,50999.117,0.0
114,115.0,3.0984573,8.458899,50193.227,50177.594,56794.344,0.0
115,116.0,3.0116081,17.594412,56464.58,56445.67,49907.43,0.0
116,117.0,4.624505,15.033126,56313.33,56294.383,52501.92,0.0
