,epoch,loss,val_loss,ivw,evw,ivw_ann,ds_de
385,386.0,2.1434457,2.592785,24871.617,24874.504,28838.451,0.0
386,387.0,2.5734653,2.5946681,36522.797,36528.2,35925.375,0.0
387,388.0,2.7822704,2.5937757,39040.633,39047.53,36151.58,0.0
388,389.0,2.0150702,2.5914297,21255.531,21257.594,27476.277,0.0
389,390.0,3.2538617,2.594687,40704.582,40712.855,35230.18,0.0
390,391.0,2.7229128,2.5942132,38444.977,38451.77,35692.445,0.0
391,392.0,2.7229776,2.5942855,38444.977,38451.77,35692.85,0.0
392,393.0,3.1724393,2.5949392,44103.367,44111.855,38663.67,0.0
393,394.0,2.7831888,2.594623,39040.633,39047.53,36144.344,0.0
394,395.0,2.1436002,2.5926769,24871.617,24874.504,28839.506,0.0
395,396.0,2.1435726,2.5927644,24871.617,24874.504,28838.662,0.0
396,397.0,2.1438258,2.592796,24871.617,24874.504,28840.438,0.0
397,398.0,2.7230227,2.5941813,38444.977,38451.77,35693.81,0.0
398,399.0,2.7817566,2.593928,39040.633,39047.53,36153.11,0.0
399,400.0,2.2774477,2.5928829,30595.635,30600.059,31813.871,0.0
400,401.0,2.7824514,2.594236,39040.633,39047.53,36152.688,0.0
401,402.0,3.1728437,2.5951347,44103.367,44111.855,38662.598,0.0
402,403.0,3.3001711,2.5952988,41369.215,41377.633,35682.46,0.0
403,404.0,3.2548213,2.595336,40704.582,40712.855,35225.348,0.0
404,405.0,2.573447,2.5943725,36522.797,36528.2,35927.117,0.0
405,406.0,2.0154514,2.592186,21255.531,21257.594,27473.936,0.0
406,407.0,2.7819078,2.5936096,39040.633,39047.53,36151.645,0.0
407,408.0,3.1850975,2.5943432,39940.582,39948.664,34775.043,0.0
408,409.0,2.3425756,2.5929694,33545.0,33549.887,33877.406,0.0
409,410.0,2.1436281,2.5918682,24871.617,24874.504,28843.557,0.0
410,411.0,2.2777276,2.592948,30595.635,30600.059,31809.531,0.0
411,412.0,2.2780035,2.592956,30595.635,30600.059,31811.934,0.0
412,413.0,2.7829018,2.594422,39040.633,39047.53,36145.656,0.0
413,414.0,2.380355,2.5941112,34209.42,34214.44,34323.266,0.0
414,415.0,3.2227552,2.5949874,40605.008,40613.22,35228.953,0.0
415,416.0,2.3879519,2.5941477,35198.867,35203.984,35241.24,0.0
416,417.0,2.277479,2.5922177,30595.635,30600.059,31817.277,0.0
417,418.0,2.7822962,2.5937147,39040.633,39047.53,36152.387,0.0
418,419.0,2.5724168,2.5938091,36522.797,36528.2,35927.66,0.0
419,420.0,2.1820154,2.5932329,30595.635,30600.059,31811.611,0.0
420,421.0,2.4570181,2.5937572,34973.633,34978.855,34781.285,0.0
421,422.0,2.1820116,2.5934916,30595.635,30600.059,31809.979,0.0
422,423.0,3.2096512,2.5949993,44767.793,44776.41,39117.742,0.0
423,424.0,2.0265448,2.593077,28112.635,28116.44,30440.799,0.0
424,425.0,2.5726707,2.5942278,36522.797,36528.2,35926.816,0.0
425,426.0,2.4740744,2.5930188,35588.348,35594.117,34561.55,0.0
426,427.0,2.0160186,2.5913105,21255.531,21257.594,27476.254,0.0
427,428.0,2.722391,2.5937886,38444.977,38451.77,35696.047,0.0
428,429.0,2.5730221,2.5937653,36522.797,36528.2,35929.785,0.0
429,430.0,2.182572,2.5932508,30595.635,30600.059,31812.945,0.0
430,431.0,2.7818372,2.5937698,39040.633,39047.53,36154.99,0.0
431,432.0,2.5498462,2.5940948,36619.047,36625.016,35239.133,0.0
432,433.0,2.2779071,2.5929306,30595.635,30600.059,31812.646,0.0
433,434.0,2.0157096,2.5920248,21255.531,21257.594,27472.953,0.0
434,435.0,2.0155156,2.5920584,21255.531,21257.594,27473.602,0.0
435,436.0,2.0154014,2.591302,21255.531,21257.594,27475.34,0.0
436,437.0,2.7223837,2.5940127,38444.977,38451.77,35691.13,0.0
437,438.0,2.1438613,2.5918825,24871.617,24874.504,28844.268,0.0
438,439.0,2.0154238,2.5916836,21255.531,21257.594,27474.352,0.0
439,440.0,2.5093305,2.5940814,36252.77,36258.67,35010.953,0.0
440,441.0,2.5722117,2.594068,36522.797,36528.2,35928.89,0.0
441,442.0,2.4114664,2.5940473,34309.0,34314.08,34324.96,0.0
442,443.0,1.9586062,2.592959,27348.637,27352.248,29986.482,0.0
443,444.0,2.1821053,2.5936344,30595.635,30600.059,31813.445,0.0
444,445.0,3.206347,2.594583,44767.793,44776.41,39120.04,0.0
445,446.0,2.1818607,2.5929198,30595.635,30600.059,31815.326,0.0
446,447.0,2.181511,2.5931463,30595.635,30600.059,31811.773,0.0
447,448.0,3.2300444,2.594698,41594.453,41602.76,36144.53,0.0
448,449.0,2.5120924,2.5940347,36252.77,36258.67,35007.312,0.0
449,450.0,3.253964,2.5948195,40704.582,40712.855,35227.727,0.0
450,451.0,2.5719419,2.5938382,36522.797,36528.2,35929.8,0.0
451,452.0,2.7230873,2.594469,38444.977,38451.77,35688.688,0.0
452,453.0,2.1435087,2.5923433,24871.617,24874.504,28840.756,0.0
453,454.0,2.2778974,2.5933745,30595.635,30600.059,31806.021,0.0
454,455.0,2.0266364,2.5931692,28112.635,28116.44,30440.027,0.0
455,456.0,2.7831075,2.5946069,39040.633,39047.53,36143.855,0.0
456,457.0,2.1823075,2.5937731,30595.635,30600.059,31809.402,0.0
457,458.0,2.5885782,2.5945752,37016.98,37023.086,35462.36,0.0
458,459.0,2.1433272,2.5928276,24871.617,24874.504,28836.31,0.0
459,460.0,3.2175126,2.595403,45757.234,45765.953,40030.54,0.0
460,461.0,2.512869,2.594858,36252.77,36258.67,35001.25,0.0
461,462.0,2.1816509,2.5939403,30595.635,30600.059,31810.326,0.0
462,463.0,2.2778769,2.593719,30595.635,30600.059,31808.492,0.0
463,464.0,2.0150766,2.5927765,21255.531,21257.594,27469.57,0.0
464,465.0,2.182429,2.5945206,30595.635,30600.059,31804.396,0.0
465,466.0,2.3433552,2.5946496,33545.0,33549.887,33866.926,0.0
466,467.0,2.1437762,2.592729,24871.617,24874.504,28837.754,0.0
467,468.0,1.9923284,2.5934725,28013.062,28016.805,30437.545,0.0
468,469.0,2.572795,2.5949404,36522.797,36528.2,35922.035,0.0
469,470.0,2.5743454,2.5958204,36522.797,36528.2,35912.266,0.0
470,471.0,2.1439404,2.594379,24871.617,24874.504,28830.062,0.0
471,472.0,3.2482188,2.5970423,44867.367,44876.047,39077.13,0.0
472,473.0,2.795317,2.6008577,39040.633,39047.53,36078.52,0.0
473,474.0,2.1452684,2.602221,24871.617,24874.504,28787.78,0.0
474,475.0,3.2290998,2.6006503,45757.234,45765.953,39971.56,0.0
475,476.0,2.2862532,2.6047487,30595.635,30600.059,31701.402,0.0
476,477.0,2.2911718,2.6110566,30595.635,30600.059,31660.398,0.0
477,478.0,2.0155592,2.620408,29002.504,29006.346,31135.191,0.0
478,479.0,3.2966793,2.5922635,45532.0,45540.824,39487.21,0.0
479,480.0,2.6403449,2.6091146,36522.797,36528.2,35264.72,0.0
480,481.0,3.3066614,2.6089354,41594.453,41602.76,35748.61,0.0
481,482.0,2.1605558,2.680208,24871.617,24874.504,28062.035,0.0
482,483.0,2.3508987,2.8737786,30595.635,30600.059,30600.227,0.0
483,484.0,2.0095596,2.6400056,21255.531,21257.594,27165.22,0.0
484,485.0,2.39845,2.5682297,34575.7,34580.78,34625.17,0.0
485,486.0,3.156687,2.564596,44767.793,44776.41,39224.305,0.0
486,487.0,3.2155135,2.5692508,45134.066,45142.75,39291.617,0.0
487,488.0,2.6328099,3.1350644,30595.635,30600.059,29421.115,0.0
488,489.0,2.9844687,2.9691305,36522.797,36528.2,33651.47,0.0
489,490.0,2.4743497,2.5521452,36252.77,36258.67,35012.56,0.0
490,491.0,3.3760831,2.5594015,44867.367,44876.047,37742.297,0.0
491,492.0,2.5346875,2.5253737,36522.797,36528.2,34443.81,0.0
492,493.0,2.2055407,2.5190067,30595.635,30600.059,30227.602,0.0
493,494.0,2.001702,2.543748,21255.531,21257.594,27190.617,0.0
494,495.0,2.557997,3.688992,29002.504,29006.346,27723.19,0.0
495,496.0,2.5952113,2.4958873,38444.977,38451.77,36043.348,0.0
496,497.0,2.1881955,4.115063,21255.531,21257.594,22168.742,0.0
497,498.0,2.7738388,2.6481209,37016.98,37023.086,33422.492,0.0
498,499.0,1.9317518,2.784507,21255.531,21257.594,24657.617,0.0
499,500.0,2.0106366,2.5285704,21255.531,21257.594,27099.96,0.0
500,501.0,3.0306036,2.455909,40605.008,40613.22,33785.668,0.0
501,502.0,4.227836,3.680729,39040.633,39047.53,31187.201,0.0
502,503.0,3.4139736,3.2383225,37242.215,37248.215,31513.709,0.0
503,504.0,1.89775,2.472271,21255.531,21257.594,23097.154,0.0
504,505.0,2.8513882,3.3594708,30595.635,30600.059,27482.234,0.0
505,506.0,4.3980513,3.9788284,38444.977,38451.77,29694.428,0.0
506,507.0,2.4956102,2.361816,36252.77,36258.67,32070.928,0.0
507,508.0,2.4551897,2.3893242,34309.0,34314.08,31161.75,0.0
508,509.0,2.389835,2.403234,24871.617,24874.504,23548.428,0.0
509,510.0,3.3724415,2.3702734,45532.0,45540.824,36971.53,0.0
510,511.0,3.5409262,2.4965055,44867.367,44876.047,35694.89,0.0
511,512.0,1.805464,2.265395,27348.637,27352.248,26920.87,0.0
512,513.0,2.4356472,2.228712,36252.77,36258.67,31520.684,0.0
513,514.0,3.0132008,2.4926746,36522.797,36528.2,31169.223,0.0
514,515.0,2.1394875,2.2719603,35198.867,35203.984,32689.445,0.0
515,516.0,2.3194573,2.9997957,21255.531,21257.594,20808.355,0.0
516,517.0,3.600157,2.7906134,40971.28,40979.56,31918.504,0.0
517,518.0,3.7003012,3.4528897,36252.77,36258.67,28837.307,0.0
518,519.0,2.6236591,2.1147134,44103.367,44111.855,37275.2,0.0
519,520.0,2.6037433,2.2102633,44867.367,44876.047,41434.46,0.0
520,521.0,3.4453685,3.0148935,35198.867,35203.984,28784.988,0.0
521,522.0,1.7927928,2.1273878,28013.062,28016.805,27243.324,0.0
522,523.0,2.4669409,2.6191478,24871.617,24874.504,24840.516,0.0
523,524.0,3.0606296,2.5209637,39040.633,39047.53,32025.598,0.0
524,525.0,2.2058496,2.1420996,36619.047,36625.016,37730.277,0.0
525,526.0,2.2158809,2.4610815,24871.617,24874.504,26787.467,0.0
526,527.0,2.5213616,2.1264386,41369.215,41377.633,38570.69,0.0
527,528.0,2.234201,2.6098592,30595.635,30600.059,29953.398,0.0
528,529.0,2.4005487,2.134519,36522.797,36528.2,32385.66,0.0
529,530.0,2.4714103,2.6780162,35198.867,35203.984,33826.906,0.0
530,531.0,1.9696723,2.004599,21255.531,21257.594,22104.621,0.0
531,532.0,5.5476055,4.624296,36522.797,36528.2,26945.773,0.0
532,533.0,4.6176395,3.872222,45134.066,45142.75,33647.473,0.0
533,534.0,2.3974392,2.4062722,30595.635,30600.059,26972.25,0.0
534,535.0,1.7910228,2.0759287,34209.42,34214.44,32967.8,0.0
535,536.0,2.2768803,2.028639,45532.0,45540.824,39057.484,0.0
536,537.0,2.4399993,2.3949158,30595.635,30600.059,26970.75,0.0
537,538.0,3.7040312,3.1389515,40605.008,40613.22,31399.822,0.0
538,539.0,3.2216444,3.1873758,24871.617,24874.504,21499.004,0.0
539,540.0,3.1718323,2.7286735,39040.633,39047.53,31508.291,0.0
540,541.0,1.8346426,1.8763142,30595.635,30600.059,28979.387,0.0
541,542.0,3.1524,2.91378,35588.348,35594.117,29136.742,0.0
542,543.0,1.8900062,1.8749286,34575.7,34580.78,32773.9,0.0
543,544.0,2.2942324,1.8475187,44867.367,44876.047,38269.21,0.0
544,545.0,2.1824558,1.8450909,39040.633,39047.53,40542.785,0.0
545,546.0,2.9412518,2.9637759,21255.531,21257.594,18808.023,0.0
546,547.0,2.2281678,1.7763973,40704.582,40712.855,34740.58,0.0
547,548.0,2.2540166,2.3744173,24871.617,24874.504,28066.232,0.0
548,549.0,2.0216372,2.0631073,40971.28,40979.56,35823.055,0.0
549,550.0,1.667917,1.8904605,30595.635,30600.059,30055.795,0.0
550,551.0,2.4571648,1.9580495,36522.797,36528.2,32077.371,0.0
551,552.0,1.6984853,2.0855684,39040.633,39047.53,36633.297,0.0
552,553.0,2.8445222,3.4976282,30595.635,30600.059,26211.646,0.0
553,554.0,1.7217304,1.9512302,34309.0,34314.08,33696.2,0.0
554,555.0,1.7962066,1.7698002,21255.531,21257.594,24793.227,0.0
555,556.0,1.9223876,1.8784621,44767.793,44776.41,39817.766,0.0
556,557.0,2.283585,1.9180655,36522.797,36528.2,32833.19,0.0
557,558.0,2.7952566,2.3773074,44867.367,44876.047,36853.43,0.0
558,559.0,2.768493,2.5464144,38444.977,38451.77,31717.633,0.0
559,560.0,1.5919304,2.0685225,36352.348,36358.31,35701.805,0.0
560,561.0,2.8790057,2.853758,30595.635,30600.059,25861.4,0.0
561,562.0,3.653056,3.3708334,39040.633,39047.53,30776.82,0.0
562,563.0,1.7690097,1.8993841,36522.797,36528.2,35853.926,0.0
563,564.0,2.4742172,2.4576235,30595.635,30600.059,26937.611,0.0
564,565.0,2.614999,2.430121,38444.977,38451.77,32184.414,0.0
565,566.0,1.6970029,2.016429,45532.0,45540.824,41980.742,0.0
566,567.0,2.0383406,2.043071,39040.633,39047.53,43223.715,0.0
567,568.0,2.5636034,2.2381175,36522.797,36528.2,31993.697,0.0
568,569.0,1.8251852,1.6970226,30595.635,30600.059,29786.535,0.0
569,570.0,2.3923943,2.34058,24871.617,24874.504,22966.188,0.0
570,571.0,2.119617,1.8124166,41594.453,41602.76,35774.86,0.0
571,572.0,2.1862469,1.9234507,44767.793,44776.41,38604.71,0.0
572,573.0,1.5761142,1.8058128,30595.635,30600.059,32014.834,0.0
573,574.0,1.6141429,1.6919647,30595.635,30600.059,30854.854,0.0
574,575.0,1.6125882,2.0573196,38444.977,38451.77,36483.8,0.0
575,576.0,2.2304826,1.79616,21255.531,21257.594,20813.986,0.0
576,577.0,2.3754513,2.2087018,38444.977,38451.77,32902.8,0.0
577,578.0,1.8620669,1.6900737,30595.635,30600.059,29606.434,0.0
578,579.0,2.017668,1.8848406,36252.77,36258.67,32655.621,0.0
579,580.0,1.6587415,1.5978438,38444.977,38451.77,36078.07,0.0
580,581.0,2.2097073,1.9526068,44767.793,44776.41,38388.715,0.0
581,582.0,3.5654135,4.3016396,30595.635,30600.059,25070.926,0.0
582,583.0,3.3198066,3.0001535,30595.635,30600.059,25324.566,0.0
583,584.0,2.991723,2.7838287,24871.617,24874.504,21514.916,0.0
584,585.0,1.697597,1.6037376,30595.635,30600.059,31276.152,0.0
585,586.0,2.670716,3.4111965,34309.0,34314.08,29514.348,0.0
586,587.0,2.121808,1.7732052,24871.617,24874.504,24501.363,0.0
587,588.0,3.4885893,3.3838682,44103.367,44111.855,34574.523,0.0
588,589.0,2.1289325,1.7321963,21255.531,21257.594,21285.373,0.0
589,590.0,1.6010776,1.6102495,38444.977,38451.77,36653.176,0.0
590,591.0,1.8590807,2.1967921,40704.582,40712.855,36600.36,0.0
591,592.0,3.832325,3.4852066,34973.633,34978.855,27859.143,0.0
592,593.0,2.7705946,3.2316494,28379.336,28383.145,24466.418,0.0
593,594.0,2.591676,2.1363518,24871.617,24874.504,22727.184,0.0
594,595.0,2.9805045,2.763769,28777.27,28781.217,24225.305,0.0
595,596.0,2.6259816,2.1390724,24871.617,24874.504,22630.115,0.0
596,597.0,1.6506324,1.8739752,39040.633,39047.53,37582.84,0.0
597,598.0,2.5784492,2.2765307,36522.797,36528.2,31938.201,0.0
598,599.0,3.0115242,2.8890038,39040.633,39047.53,31976.268,0.0
599,600.0,1.93723,1.5916346,21255.531,21257.594,23596.072,0.0
600,601.0,1.7102131,1.9131467,38444.977,38451.77,35466.85,0.0
601,602.0,1.9007117,1.542273,24871.617,24874.504,27000.805,0.0
602,603.0,1.7115504,1.6851074,36252.77,36258.67,34468.9,0.0
603,604.0,2.8901742,4.0647297,39040.633,39047.53,32034.473,0.0
604,605.0,2.4219577,3.5500083,40605.008,40613.22,33927.516,0.0
605,606.0,1.5522164,1.9788804,39040.633,39047.53,38796.11,0.0
606,607.0,4.0126505,3.6769338,28112.635,28116.44,22024.727,0.0
607,608.0,1.5888313,1.8994135,41369.215,41377.633,39169.297,0.0
608,609.0,1.9544737,2.2620535,28013.062,28016.805,26072.504,0.0
609,610.0,1.6614243,1.5558813,34209.42,34214.44,34699.387,0.0
610,611.0,5.0810075,4.3800154,36522.797,36528.2,27244.086,0.0
611,612.0,2.4024546,2.1282167,35198.867,35203.984,31233.621,0.0
612,613.0,1.4728701,2.180052,44767.793,44776.41,44061.887,0.0
613,614.0,2.7017767,2.5213733,30595.635,30600.059,26430.584,0.0
614,615.0,2.3697827,1.9338531,24871.617,24874.504,23521.354,0.0
615,616.0,1.5632044,1.5292484,41594.453,41602.76,39731.67,0.0
616,617.0,2.0357244,1.8623534,28013.062,28016.805,26345.977,0.0
617,618.0,3.3489656,2.2721796,21255.531,21257.594,18069.662,0.0
618,619.0,4.306213,4.187357,28777.27,28781.217,21843.31,0.0
619,620.0,1.6650507,1.5341465,28013.062,28016.805,31229.648,0.0
620,621.0,2.6830816,2.6801167,40704.582,40712.855,33404.863,0.0
621,622.0,2.3927743,2.710584,30595.635,30600.059,26807.184,0.0
622,623.0,2.3251343,2.147701,33545.0,33549.887,30068.523,0.0
623,624.0,2.412877,2.1387713,30595.635,30600.059,27512.791,0.0
624,625.0,1.656898,1.7428864,30595.635,30600.059,32894.98,0.0
625,626.0,1.7156739,1.5548067,39040.633,39047.53,37817.82,0.0
626,627.0,2.232711,1.7887625,34575.7,34580.78,32096.459,0.0
627,628.0,2.006195,1.5911946,24871.617,24874.504,26311.623,0.0
628,629.0,3.1344545,2.8361216,30595.635,30600.059,25524.314,0.0
629,630.0,1.5098777,1.9059446,39040.633,39047.53,40261.13,0.0
630,631.0,1.9679366,1.5916555,21255.531,21257.594,25767.23,0.0
631,632.0,2.0548372,2.0177248,38444.977,38451.77,34212.797,0.0
632,633.0,2.3201628,2.0530615,36522.797,36528.2,32896.316,0.0
633,634.0,5.0221224,4.49756,30595.635,30600.059,22682.152,0.0
634,635.0,1.6124662,1.6031992,41369.215,41377.633,39331.113,0.0
635,636.0,1.498703,2.138082,40605.008,40613.22,39892.62,0.0
636,637.0,2.319265,3.1892636,39040.633,39047.53,33249.902,0.0
637,638.0,5.2744036,4.82934,30595.635,30600.059,22682.305,0.0
638,639.0,1.7821549,2.0746427,39040.633,39047.53,39317.367,0.0
639,640.0,2.6794574,2.335826,30595.635,30600.059,26816.79,0.0
640,641.0,1.9685292,1.9646549,38444.977,38451.77,34634.223,0.0
641,642.0,2.08566,1.9741707,28112.635,28116.44,26219.943,0.0
642,643.0,3.1204972,3.223715,44767.793,44776.41,36316.58,0.0
643,644.0,1.6395202,1.5016943,36522.797,36528.2,39784.23,0.0
644,645.0,2.6612628,2.401317,30595.635,30600.059,26920.143,0.0
645,646.0,2.07932,2.0714214,44867.367,44876.047,39374.61,0.0
646,647.0,2.5029511,2.385685,28013.062,28016.805,24866.727,0.0
647,648.0,4.1772666,4.4238815,39040.633,39047.53,30083.768,0.0
648,649.0,1.6896772,1.7210715,39040.633,39047.53,37057.31,0.0
649,650.0,1.8715835,1.8228326,30595.635,30600.059,29458.664,0.0
650,651.0,2.4345777,2.251092,36522.797,36528.2,32689.871,0.0
651,652.0,3.0817406,3.3170238,38444.977,38451.77,31660.674,0.0
652,653.0,1.9895821,1.9467978,30595.635,30600.059,28757.068,0.0
653,654.0,2.452834,2.277484,30595.635,30600.059,27732.021,0.0
654,655.0,2.08361,2.1506426,38444.977,38451.77,34350.17,0.0
655,656.0,1.6778561,1.6935735,39040.633,39047.53,37264.484,0.0
656,657.0,2.600477,2.5377748,45757.234,45765.953,38543.89,0.0
657,658.0,2.076082,2.028149,30595.635,30600.059,28557.42,0.0
658,659.0,1.8762665,1.765409,35198.867,35203.984,33783.027,0.0
659,660.0,2.4304936,2.319331,34309.0,34314.08,30529.143,0.0
660,661.0,1.7788817,1.8344111,40605.008,40613.22,36794.516,0.0
661,662.0,2.3287003,1.7208705,21255.531,21257.594,20435.154,0.0
662,663.0,6.1096373,5.9614196,36522.797,36528.2,26552.582,0.0
663,664.0,1.6157601,1.6788783,41594.453,41602.76,38905.547,0.0
664,665.0,2.5473526,2.3799508,28112.635,28116.44,41858.816,0.0
665,666.0,2.520095,2.3628447,30595.635,30600.059,43507.95,0.0
666,667.0,1.922299,2.3461661,39940.582,39948.664,47319.406,0.0
667,668.0,2.1231854,2.329912,38444.977,38451.77,48315.016,0.0
668,669.0,2.3310728,2.1339648,44103.367,44111.855,43169.562,0.0
669,670.0,1.7251353,1.8585559,38444.977,38451.77,41655.88,0.0
670,671.0,1.8302522,1.8474674,30595.635,30600.059,36053.965,0.0
671,672.0,1.8250898,1.8359926,28777.27,28781.217,34807.24,0.0
672,673.0,1.9108149,1.8370451,36522.797,36528.2,40870.027,0.0
673,674.0,1.8977046,1.828044,30595.635,30600.059,35765.453,0.0
674,675.0,1.69691,1.8186471,38444.977,38451.77,41247.773,0.0
675,676.0,1.8008122,1.8136554,30595.635,30600.059,36000.62,0.0
676,677.0,1.6716319,1.8110411,41369.215,41377.633,42359.86,0.0
677,678.0,1.7803296,1.8144836,30595.635,30600.059,35239.42,0.0
678,679.0,1.8083292,1.809661,34209.42,34214.44,38295.11,0.0
679,680.0,1.8684201,1.7981771,30595.635,30600.059,35632.19,0.0
680,681.0,2.0261562,1.8014293,24871.617,24874.504,30731.438,0.0
681,682.0,1.8515012,1.80113,30595.635,30600.059,34632.516,0.0
682,683.0,2.0014784,1.8202128,21255.531,21257.594,27798.191,0.0
683,684.0,1.9752363,1.8160784,21255.531,21257.594,27437.762,0.0
684,685.0,1.7461562,1.7941545,30595.635,30600.059,34389.344,0.0
685,686.0,1.9051244,1.860848,36522.797,36528.2,39168.9,0.0
686,687.0,1.866612,1.813413,30595.635,30600.059,34936.65,0.0
687,688.0,1.7105459,1.7851537,35588.348,35594.117,37853.707,0.0
688,689.0,1.8055093,1.8092589,33545.0,33549.887,35717.164,0.0
689,690.0,1.718004,1.8400176,45532.0,45540.824,45223.83,0.0
690,691.0,1.8277005,1.8178931,34973.633,34978.855,37956.953,0.0
691,692.0,1.7085663,1.8690044,28013.062,28016.805,31818.164,0.0
692,693.0,1.9664879,1.8258748,24871.617,24874.504,29729.055,0.0
693,694.0,1.8330817,1.7959578,30595.635,30600.059,34368.8,0.0
694,695.0,1.8472826,1.7770071,36522.797,36528.2,38930.574,0.0
695,696.0,1.8127234,1.7799119,40605.008,40613.22,38783.42,0.0
696,697.0,1.9795371,1.8876376,24871.617,24874.504,28513.238,0.0
697,698.0,1.7099534,1.791944,30595.635,30600.059,33397.777,0.0
698,699.0,1.9402341,1.8363184,24871.617,24874.504,28604.709,0.0
699,700.0,1.7522782,1.7925783,37016.98,37023.086,38520.723,0.0
700,701.0,1.7791102,1.8414105,38444.977,38451.77,38245.87,0.0
701,702.0,2.4176323,2.3316712,21255.531,21257.594,20067.836,0.0
702,703.0,1.8466773,1.685884,38444.977,38451.77,34855.34,0.0
703,704.0,1.7356817,1.6944093,39040.633,39047.53,36424.336,0.0
704,705.0,1.8807585,1.963901,38444.977,38451.77,34524.094,0.0
705,706.0,1.9404488,2.302464,29002.504,29006.346,29471.156,0.0
706,707.0,1.9716424,1.8594763,28112.635,28116.44,26382.953,0.0
707,708.0,3.8730714,4.374498,30595.635,30600.059,24536.54,0.0
708,709.0,2.390956,2.169785,38444.977,38451.77,32807.31,0.0
709,710.0,1.995566,2.2161152,28112.635,28116.44,32711.664,0.0
710,711.0,1.9432646,1.6050994,36522.797,36528.2,34368.914,0.0
711,712.0,3.0040786,2.5591283,24871.617,24874.504,21674.29,0.0
712,713.0,2.3042197,2.7092302,34309.0,34314.08,30241.143,0.0
713,714.0,1.7982271,1.5970988,39040.633,39047.53,35866.508,0.0
714,715.0,1.9114884,1.6297344,24871.617,24874.504,25969.238,0.0
715,716.0,2.932413,4.1448994,38444.977,38451.77,31427.26,0.0
716,717.0,3.749825,3.8499146,40605.008,40613.22,31091.027,0.0
717,718.0,3.3128512,3.2913976,40971.28,40979.56,32068.178,0.0
718,719.0,2.2191155,1.89502,24871.617,24874.504,23987.283,0.0
719,720.0,2.0345922,2.4210606,37242.215,37248.215,33313.89,0.0
720,721.0,2.0566795,1.6108241,21255.531,21257.594,26467.139,0.0
721,722.0,1.9670252,1.8011998,40704.582,40712.855,35580.5,0.0
722,723.0,3.033453,4.4611015,44767.793,44776.41,36606.77,0.0
723,724.0,2.4540606,2.3545582,36252.77,36258.67,31216.643,0.0
724,725.0,4.5376244,4.6679735,24871.617,24874.504,19558.271,0.0
725,726.0,1.8496819,1.7453376,44767.793,44776.41,40046.926,0.0
726,727.0,1.8636595,1.5785528,33545.0,33549.887,32107.143,0.0
727,728.0,2.1870484,2.0498772,28013.062,28016.805,25606.035,0.0
728,729.0,1.7290584,1.9348412,29002.504,29006.346,32736.309,0.0
729,730.0,1.9236385,2.1434119,40971.28,40979.56,44497.766,0.0
730,731.0,2.6067247,2.5625863,39040.633,39047.53,32840.234,0.0
731,732.0,1.9757284,1.805805,44867.367,44876.047,39524.797,0.0
732,733.0,3.005564,2.9274974,39040.633,39047.53,31872.5,0.0
733,734.0,2.0563173,2.033961,36522.797,36528.2,33331.195,0.0
734,735.0,2.487256,2.2356758,28013.062,28016.805,24833.617,0.0
735,736.0,2.582849,2.4495053,39040.633,39047.53,32901.324,0.0
736,737.0,2.467054,2.080014,36522.797,36528.2,32178.861,0.0
737,738.0,2.3617558,1.9979426,36522.797,36528.2,32568.58,0.0
738,739.0,1.9697266,1.6957692,24871.617,24874.504,28858.322,0.0
739,740.0,1.8725924,1.7476578,27348.637,27352.248,26758.473,0.0
740,741.0,1.8409494,1.6613535,30595.635,30600.059,30076.914,0.0
741,742.0,2.7675264,2.5931067,44767.793,44776.41,36829.61,0.0
742,743.0,2.1590188,1.9642909,30595.635,30600.059,28251.65,0.0
743,744.0,1.9320319,1.8522388,30595.635,30600.059,28754.646,0.0
744,745.0,1.9389488,2.4075232,40704.582,40712.855,38069.957,0.0
745,746.0,1.9156061,1.5479299,24871.617,24874.504,28569.254,0.0
746,747.0,1.8912266,2.0360925,30595.635,30600.059,28615.182,0.0
747,748.0,2.2011554,1.9877336,39040.633,39047.53,34347.73,0.0
748,749.0,1.5297137,2.1676848,39040.633,39047.53,40475.53,0.0
749,750.0,2.5850327,2.52598,45757.234,45765.953,38390.258,0.0
750,751.0,3.0827527,2.3923883,24871.617,24874.504,21497.58,0.0
751,752.0,1.5768245,2.1644697,44767.793,44776.41,43157.496,0.0
752,753.0,2.2572725,2.1761029,36522.797,36528.2,46073.586,0.0
753,754.0,2.4763606,2.0928106,30595.635,30600.059,27453.066,0.0
754,755.0,2.2055418,2.0216985,33545.0,33549.887,42843.586,0.0
755,756.0,1.7127699,1.6707606,30595.635,30600.059,31376.34,0.0
756,757.0,1.785593,1.6415763,21255.531,21257.594,23531.908,0.0
757,758.0,1.5419399,1.5833384,38444.977,38451.77,36771.453,0.0
758,759.0,1.8904994,2.1382647,45134.066,45142.75,40099.484,0.0
759,760.0,3.3906584,3.2481036,40605.008,40613.22,31668.861,0.0
760,761.0,2.2152169,2.0369062,36619.047,36625.016,32387.982,0.0
761,762.0,2.5753093,2.3394485,34209.42,34214.44,29789.361,0.0
762,763.0,1.9653072,2.3761246,30595.635,30600.059,32223.09,0.0
763,764.0,2.2127302,2.1546087,35198.867,35203.984,44997.652,0.0
764,765.0,2.1240795,1.8735392,24871.617,24874.504,24347.998,0.0
765,766.0,2.5079887,1.7889769,21255.531,21257.594,20194.648,0.0
