,epoch,loss
0,1.0,14.625339376488704
1,2.0,28.377914963245562
2,3.0,19.420225261652366
3,4.0,20.696881294240114
4,5.0,15.573453158447162
5,6.0,11.265206069725318
6,7.0,18.688087875840818
7,8.0,15.241747983739675
8,9.0,12.288684484247133
9,10.0,16.615817110189745
10,11.0,12.704002070958468
11,12.0,18.35726514989693
12,13.0,13.035102386363942
13,14.0,12.497212609365441
14,15.0,16.242832183346298
15,16.0,18.701720208613626
16,17.0,14.803216204633118
17,18.0,12.952652222219973
18,19.0,15.546072714631451
19,20.0,16.10204962686121
20,21.0,26.117136420195383
21,22.0,12.330767482222132
22,23.0,16.145039575240855
23,24.0,23.449150390894996
24,25.0,9.625943117342587
25,26.0,12.14872456821381
26,27.0,12.498124123028987
27,28.0,18.275948155354225
28,29.0,14.624756237448242
29,30.0,8.225076238525917
30,31.0,15.267015308148423
31,32.0,17.93227497343745
32,33.0,11.919471995456497
33,34.0,13.468969824212666
34,35.0,14.790627594368852
35,36.0,11.620397109130604
36,37.0,15.96456892560009
37,38.0,11.41932026113207
38,39.0,19.52881139816375
39,40.0,18.42971410639055
40,41.0,14.307732563965189
41,42.0,12.24673354580138
42,43.0,17.71461808105641
43,44.0,13.459678980336347
44,45.0,13.863900624852073
45,46.0,10.402894814987565
46,47.0,10.952348767418389
47,48.0,23.58953748318181
48,49.0,15.061144256758404
49,50.0,13.703149494794967
50,51.0,11.296086528761192
51,52.0,15.881773570714746
52,53.0,12.653151327195992
53,54.0,19.471651881913743
54,55.0,19.433646782679396
55,56.0,17.851345269871914
56,57.0,16.075756007649886
57,58.0,24.864082194940497
58,59.0,22.25401293921419
59,60.0,21.935413968044006
60,61.0,14.758497458619422
61,62.0,13.265590173405553
62,63.0,13.326158203898697
63,64.0,18.414287287749904
64,65.0,14.208113689345701
65,66.0,23.307552906764492
66,67.0,13.694681985090929
67,68.0,17.920596747158676
68,69.0,17.12283993967992
69,70.0,15.600822118726168
70,71.0,20.509742011797133
71,72.0,14.037725977370513
72,73.0,13.234807007006054
73,74.0,14.560417572475169
74,75.0,15.488242882901371
75,76.0,16.94590137199933
76,77.0,17.83588849454208
77,78.0,13.522804082398197
78,79.0,13.013450876223304
79,80.0,14.609886533280342
80,81.0,13.94077370615616
81,82.0,13.617490805372004
82,83.0,12.336133289636383
83,84.0,26.34707967796202
84,85.0,19.06581677283774
85,86.0,10.65493654910421
86,87.0,11.295144510105716
87,88.0,18.419854332284935
88,89.0,17.516651917705865
89,90.0,15.078724329012354
90,91.0,13.910632363168764
91,92.0,19.051185741161092
92,93.0,16.481673681872614
93,94.0,14.44142287636784
94,95.0,16.703218435115517
95,96.0,14.90663418834219
96,97.0,19.906177249542075
97,98.0,13.500384417373384
98,99.0,20.79470932725427
99,100.0,18.687622950610614
100,101.0,14.203173648713907
101,102.0,26.815374413486435
102,103.0,12.876555674029165
103,104.0,14.544079644662014
104,105.0,15.937318135463805
105,106.0,16.671715638878542
106,107.0,14.628707156108897
107,108.0,15.409376401361836
108,109.0,21.436892932436557
109,110.0,23.280802913144125
110,111.0,19.27861112857987
111,112.0,13.722915793516725
112,113.0,17.654579580715524
113,114.0,23.584252908643222
114,115.0,20.843568299386842
115,116.0,18.876217333416996
116,117.0,14.799701882499791
117,118.0,16.046671006073403
118,119.0,16.622082200951095
119,120.0,17.435981612425106
120,121.0,14.228551526939551
121,122.0,14.440417469201396
122,123.0,13.708181277552528
123,124.0,17.958018902426694
124,125.0,19.6327715936127
125,126.0,18.686655757197713
126,127.0,18.756736913868973
127,128.0,13.59681928603885
128,129.0,11.989316211386875
129,130.0,11.797598505585954
130,131.0,19.298546721366552
131,132.0,13.306870752907825
132,133.0,14.886433372719221
133,134.0,21.638319175992375
134,135.0,15.412797794061401
135,136.0,15.400517002627451
136,137.0,15.323617424566176
137,138.0,13.490323493730365
138,139.0,16.856684612803647
139,140.0,16.910924324379515
140,141.0,15.010492038808474
141,142.0,14.845264002430795
142,143.0,16.385750362564206
143,144.0,19.005513393300433
144,145.0,20.596764642819927
145,146.0,19.1182997521746
146,147.0,23.369785032591423
147,148.0,22.34577364709877
148,149.0,15.13813772424702
149,150.0,15.71226783420264
150,151.0,20.338614119670485
151,152.0,9.462574044640503
152,153.0,11.769294687895453
153,154.0,15.401283710300458
154,155.0,14.669488025692665
155,156.0,15.44133544445093
156,157.0,17.988531122502188
157,158.0,14.763206461871787
158,159.0,19.395633923450045
159,160.0,23.47915939034199
160,161.0,14.762333454798988
161,162.0,19.73836908773839
162,163.0,25.949110419291678
163,164.0,15.13251327647358
164,165.0,16.9467480657267
165,166.0,14.487767853829164
166,167.0,15.73194170618234
167,168.0,20.7734471243183
168,169.0,26.03672828815508
169,170.0,18.880065731472374
170,171.0,16.46723905519205
171,172.0,23.0295732557566
172,173.0,15.5937949621106
173,174.0,20.076920967690633
174,175.0,19.101377504025496
175,176.0,19.198228129309353
176,177.0,22.991037708690193
177,178.0,16.882535912857335
178,179.0,13.359795635689103
179,180.0,16.094949088233097
180,181.0,18.16778394256678
181,182.0,16.22726314880044
182,183.0,15.148796859220292
183,184.0,21.43390956832702
184,185.0,23.584217964980564
185,186.0,17.96825488800808
186,187.0,20.196086848542397
187,188.0,17.83853678001796
188,189.0,19.24216063170562
189,190.0,16.321841409263154
190,191.0,42.10215781187734
191,192.0,16.416668967613212
192,193.0,22.631309472469322
193,194.0,13.56504557943209
194,195.0,23.890353660168444
195,196.0,13.825247569100885
196,197.0,21.56047595785843
197,198.0,20.009972716031037
198,199.0,15.753610858380153
199,200.0,19.853796831822756
200,201.0,19.34975809797137
201,202.0,23.537521105153697
202,203.0,20.686828763209707
203,204.0,18.394949751640482
204,205.0,21.237966902963027
205,206.0,20.370724691140737
206,207.0,24.789592238292105
207,208.0,18.024860129868213
208,209.0,33.01720409045363
209,210.0,25.7020253887241
210,211.0,18.92740279619833
211,212.0,17.106000385304313
212,213.0,18.02687683233665
213,214.0,14.534609066415499
214,215.0,18.83627172856712
215,216.0,15.150922009505791
216,217.0,18.514613532342555
217,218.0,17.007901004098372
218,219.0,15.943106151246832
219,220.0,19.22398555128632
220,221.0,31.513064829982437
221,222.0,15.71512137378283
222,223.0,16.593685962372685
223,224.0,16.815477800165276
224,225.0,14.414622178839048
225,226.0,19.762798581102864
226,227.0,17.62716724579836
227,228.0,22.478652151142683
228,229.0,16.25334482251696
229,230.0,14.5329808631119
230,231.0,20.61572382014249
231,232.0,20.600453929083095
232,233.0,17.923239038384352
233,234.0,14.60349823425319
234,235.0,20.534287810445765
235,236.0,21.165092854112295
236,237.0,16.069952967294604
237,238.0,12.892556915723647
238,239.0,14.907673686774869
239,240.0,17.429810367825567
240,241.0,27.747444017804913
241,242.0,27.094696340302878
242,243.0,21.470405435420982
243,244.0,15.738102057068145
244,245.0,11.518830454539433
245,246.0,29.232190596928504
246,247.0,19.469311609209424
247,248.0,13.583545805882455
248,249.0,23.421118250627078
249,250.0,18.780146930956256
250,251.0,20.04793074912655
251,252.0,18.4443721453419
252,253.0,15.841896813992507
253,254.0,17.47010906674872
254,255.0,12.676367737015863
255,256.0,15.965683230335198
256,257.0,18.612405120025613
257,258.0,14.346551487813956
258,259.0,18.006121295564917
259,260.0,13.753865944308133
260,261.0,17.704543677438163
261,262.0,21.007329432396116
262,263.0,15.345052895074595
