,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,1.0,2.3127946155336208,-2.2302589326300186,2.0542509589406883,2.465688714566206,-2.377707544900419,2.190053328627627,-4.333168586259402,4.171414057548551,-3.8577396058078763,1.0453488624670535,1.114448861859687,-2.122426476597858,3.7846525549390932,4.343248819257023,-10.467145671990776,-2.7075029163651614e-05,-1.828755069856773e-05,3.1262542924226816e-05,-1.3958534532521857e-06,-1.4130257714511942e-06,3.214944969009199e-06,0.2239818258423827,-2.5335893718777195e-06,-1.560204609247704e-07,0.0,0.0,14.047257253570653,0.0,-0.006451004802267228,-0.02674899443210817
1,2.0,-0.12228040653558014,0.21117064953628384,0.060619971178597944,-0.134268224537245,0.2091008210483958,0.05998025231446754,0.23304841425176706,-0.3629347938899516,-0.1041073073850842,1.4198407401463478,1.516398352975152,-2.632001977689384,2.122439706543592,2.032799896040478,-4.196527820482751,-1.5846108692343407e-07,-2.7522468669048138e-08,3.553617540885513e-08,1.185285090689905e-07,1.19898938585574e-07,-2.59950203363771e-07,0.29600350269812103,1.4461574975957872e-08,1.5081188556052164e-08,-0.0014161190129621784,0.0,5.674867179975196,0.0,-0.00016865168714936385,-0.0006794524708301017
2,3.0,0.26634353529688587,-0.15642259387988788,0.21090700976124185,0.28105072233249245,-0.17171100425250427,0.22195137344615382,-0.48175233544559326,0.294331931419254,-0.3804494629653503,0.7939778772787763,0.8446660268210653,-1.4478519538828474,1.4387028304003833,1.4090650365809723,-2.947416248240025,-6.456258645717941e-07,-3.310201721206078e-07,6.725397530496499e-07,3.960161186589177e-07,4.0623397168586514e-07,-8.691818315192938e-07,0.16228017329772598,1.3764954122232042e-09,4.4641868080263394e-08,-7.439213026406535e-05,0.0,3.9849447896478125,0.0,-0.0003967985993490789,-0.001570717357822984
3,4.0,-0.1010457241218687,0.02266383091948447,-0.0466286388133316,-0.10718434376479999,0.024039816776571455,-0.049461463316388274,0.18120070932146284,-0.0406403349770669,0.08361712362440113,-0.23971366180181908,-0.25427579716493587,0.429866438221925,-0.4571817279194261,-0.4389459467630485,0.8981602934056575,-1.705284155110254e-06,-1.0258251294919705e-06,2.044017251726319e-06,8.55706154954572e-07,8.904786179776625e-07,-1.8938351114879259e-06,-0.04864670233700255,-3.229740703342004e-08,9.291559688329447e-08,0.0,0.0,-1.2173534526106404,0.0,-0.0008629762945027171,-0.0033203666030197374
4,5.0,-0.07533787565071072,0.01748365837274336,-0.019297029177921886,-0.08000266321227605,0.01856531160855486,-0.02049203155785339,0.13586293392095472,-0.031527908596912575,0.034800119679491,-0.21836971440863057,-0.23188984188897044,0.3938024401994859,-0.39327605614127803,-0.3804106985487509,0.7784647928669386,-2.006670289385573e-06,-1.3251176287508657e-06,2.6207513802242357e-06,9.676862614188842e-07,9.998411070214575e-07,-2.138226843802433e-06,-0.04405365418155205,-6.686349804690138e-08,9.471131374303658e-08,0.0,0.0,-1.0532271544784448,0.0,-0.0010600674360210002,-0.004075976259932005
5,6.0,0.2518091007075634,-0.173858501295722,0.1938814490338169,0.26748449366393506,-0.18468871764472033,0.20595108635357104,-0.4553246862331327,0.31438654727080456,-0.3505795374423961,0.08775993195352165,0.09322187230273644,-0.1586859778074456,0.37339005865098895,0.36183591945776117,-0.7847633406809613,-1.6750908164423523e-05,-1.2333717979262663e-05,2.4644607989047864e-05,-2.930038943407111e-06,-3.053970410110224e-06,6.543337909631519e-06,0.017654134173644014,-9.277697594033712e-07,-3.237360844122314e-07,0.0,0.0,1.0614187746305475,0.0,-0.005852452841911034,-0.02261276526198982
6,7.0,-0.01942734629899523,0.032276803453557774,-0.010702640231728018,-0.02066396674625382,0.034598547803600686,-0.012075123659579233,0.03506361118284989,-0.05889155706804945,0.02061036147984745,0.09128822225989232,0.09660860066973652,-0.16406664882859254,0.11341308370691477,0.11001292604176544,-0.22028222057488853,-0.00101897599258427,-0.0012030925533370966,0.0028654765242431654,-0.000842068763951398,-0.0008795142230520466,0.0018617613018817375,0.018275338234060898,-0.0001744020692416164,-0.00011556965354370494,0.0,0.0,0.29774051009179997,0.0,0.006431348346756009,0.07995796196650792
7,8.0,0.07037233138253166,-0.046047390965065584,0.04617581754845549,0.0747380346858954,-0.04894428649592489,0.04909093641890825,-0.12722284860398636,0.08332246177235854,-0.08357254153985848,0.0575594691804736,0.06114909445153924,-0.10409391396980965,0.15123817039802984,0.14635982616755877,-0.31115393006862996,-6.412519082240798e-06,1.829985660411294e-05,-6.782363570495679e-05,2.632889124139365e-05,2.725646886302637e-05,-5.951201958355536e-05,0.011568272820642034,5.6951566625073895e-06,2.3652143178036818e-06,0.0,0.0,0.42192978230624,0.0,-0.0011605398131714429,-0.010705219150952744
8,9.0,0.050889144934739526,-0.048349325036024085,0.03529445554415929,0.05404128296583753,-0.051355269584577486,0.03749450030332739,-0.0876990918482696,0.08367175337124877,-0.06088377312388397,-0.061148522374099186,-0.06493388474397525,0.10743197283866124,-0.03989987975317978,-0.036788366973202515,0.06977856682095361,-3.570210392940246e-06,4.114325749150684e-06,-1.6346988161481253e-05,8.507804116976525e-06,8.850241035678831e-06,-1.849869120932006e-05,-0.012285376666698364,4.3384316465433445e-07,1.4178221191911994e-06,0.0,0.0,-0.0948204384065155,0.0,-0.0004437099248827078,-0.003241119899955481
9,10.0,-0.03051127799121186,0.017279036275259084,-0.014320335404443055,-0.03237899285179471,0.01833322145512561,-0.015192037220629626,0.05512980498077336,-0.031214297447577692,0.025865662534898963,-0.040858192459064364,-0.04335596146447293,0.073819320909008,-0.08882564496413185,-0.08600424892468546,0.17934705091103792,2.6229342090589385e-06,4.881956367517283e-06,-1.2938170175627442e-05,1.4207962798678212e-06,1.5049320405328762e-06,-3.4157050861600695e-06,-0.008208153857600632,1.012048776917669e-06,1.3920915272621705e-07,0.0,0.0,-0.24413255896384764,0.0,-8.548552453553445e-05,-0.0006180434008218932
10,11.0,-0.03233708947138911,0.02561786796700763,-0.02078872702247125,-0.03429975835671606,0.027182341334611157,-0.0220546021688776,0.0584493720366285,-0.04632262091980088,0.037583229874432474,-0.022392778889202374,-0.023752844915018258,0.040478020282088994,-0.06192449390179068,-0.06164406416733182,0.13116677405286636,1.8636746632880477e-05,1.2686955318163833e-05,-2.3222641575316734e-05,-1.357843412911193e-05,-1.4085908040475241e-05,2.9855313538758776e-05,-0.00449787844262161,5.678795807839363e-07,-1.368860644307372e-06,0.0,0.0,-0.17888532035421542,0.0,0.0008357127070658287,0.005864890970294825
11,12.0,-0.04050051497785916,0.016211508319896293,-0.025359422390952093,-0.042948089366219716,0.017247818731012683,-0.026954406891993996,0.07312023298321021,-0.029379433606566144,0.045901327966516886,-0.07329587610171354,-0.0777553173722197,0.13237853800604105,-0.14626435523161943,-0.1411275703530847,0.2933482912597167,-1.844281175458059e-05,-5.4313710968164326e-05,0.00015269301684598362,-6.670549997407797e-05,-6.929988575329812e-05,0.00014934887359219283,-0.014727801300259262,-1.0174970594596642e-05,-6.620685067437632e-06,0.0,0.0,-0.40102588553325347,0.0,0.0032014161096063655,0.022036815337975274
