,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,1.0,5.89428329453267,-2.8866189188300613,3.3647052496478804,-22.7982478120932,10.684951275799275,-12.050757418462219,-9.652435575875588,4.085008101668332,-5.453138013594088,9.587642105594227,-36.68018573698703,-15.37680802454804,14.074764172532472,-26.66291176289751,-18.650182041401287,4.497386747041965,-11.37081884499967,-9.116337206825245,-6.196114833582298,11.741887685491408,8.217003060852436,-11.178878049767558,-4.861845110740335,4.925753370190557,-48.83613661372026,-17.248999362481115,27.49643517541013,0.14785601424621336,0.0608264085756106,-0.07997834207019221,-0.04256097897491691,0.005961300156449879,0.026006428144510353,-5.180163157861859,0.017276660087775658,-0.004289960860493553,-9.040953447707672,-0.23295490763210291,-37.4573535433925,0.0,-0.5786279559747504,0.20998150932462195
1,2.0,4.037286236163896,-1.9687548073844456,1.9748545210616122,-6.441462350346804,3.222201709849756,-3.563725785727538,-3.938246600923335,2.047370045247254,-2.2198111565242895,6.116233121236512,-7.135911197645451,-3.9739466963943375,5.932072256615605,-4.203606712195782,-3.2189085634540504,2.0833852274950426,-2.5504941128330385,-2.704402893541509,-7.594490692975449,5.07172505251143,3.7058973420714514,-0.9645269607255333,-0.8537247962647778,1.096130479734395,-9.59986092503129,-5.998171995980952,15.256814723464597,-0.28826783871105194,-0.11463150489522637,0.41843464638126404,-0.11597573884673927,-0.08060165518362819,0.18093193982492076,-0.36633826259291513,-0.03490854284967672,-0.005325785735766297,-7.015280229917115,-0.3481126485878016,-17.88613607635428,0.0,1.2129082814705976,0.6587902565667568
2,3.0,0.14387258867521346,-0.068381668213364,-0.7626516367072328,-1.7182744900558102,1.3245334081425983,-0.36376513876180505,-1.1206544470513737,0.8742534222924373,-0.30145082995305117,-0.933419271120403,2.207489138577552,1.3721396899664624,-0.11895452715986488,0.44940434100326554,0.8926171316199607,-0.8867747019226107,0.1869640413252644,-0.012073973816238204,0.010245139204049902,-0.623630366212345,-1.264913444931815,0.32070808950044305,-0.012285997337912496,-0.452777522666546,1.4181034179451149,0.8500103690720271,-2.106282464240755,-0.02602143250504594,0.02078170091046029,0.019165002325863933,0.25683187266352114,0.17508233991439232,-0.4137559436307384,0.1135702055356038,-0.013636943077805197,0.008533366217420502,2.537445436696804,-0.040582895959057716,2.579424753898908,0.0,0.04645193717773194,-1.480464650908657
3,4.0,-1.8707223568470672,1.2664940013986152,-3.3610403979228254,1.9194312292368727,-1.324153839296583,4.190260460728894,1.0082784481992255,-0.678185226774335,2.362042432648131,-0.9887266944898534,1.5692974816231793,0.9898546845476818,-2.7095205832463005,1.2122943616620176,1.0063329758074877,-2.3727317430737194,0.6968046981868227,0.13789359166947535,3.3279917448179788,-1.4138608217593025,-1.1502692678510364,0.2652685747322412,-0.027992975433994483,-0.29581295164797977,3.390862389047542,2.317799256053146,-5.495621127356091,0.3981384212141278,0.24654326355761752,-0.6400215024270347,0.23534317396163945,0.15133707564983861,-0.38303795957708964,0.10587345954717571,0.018829114382833564,0.009224215209025895,6.259829421013216,-0.08605514982887319,5.774980837815568,0.0,-1.8991809552827537,-1.3296418092244167
4,5.0,2.8100215340178756,-2.4985442040254497,0.9335667558995748,-7.329872309839158,6.368427555125447,-3.6631105247398823,-4.284493976210963,3.7224619211640633,-2.139587897698043,-2.0683091353973033,5.135084455555676,3.0033002289784743,2.2356906975321973,0.1897412091264956,1.7172312669124918,1.3303475958966553,0.10698589651941148,1.0120116198431226,-3.130742329535828,-0.1369827841469884,-2.183698577916071,0.6768250398428497,0.39925110641003164,-0.8716602535363658,1.092685539214382,0.3987252419919738,-1.2687923957469094,0.2553072996955709,0.171968674239149,-0.4380378710065328,0.06590159319361667,0.04607304985531746,-0.1152548680026681,0.2438489156493814,0.002513049075724315,-0.00014396621145752075,0.9837520887894341,0.0,0.9367752825929179,0.0,-1.3114659227689516,-0.39290686665244157
5,6.0,1.2300480017493909,-0.6065681182452879,2.6198114547363307,-3.0156297313721656,1.7387748821171654,-5.14614231566787,-1.7631311213328418,1.017386121130762,-3.0080206483197705,0.10299063304012923,0.3555669236783727,0.204385996919756,1.8428878650324405,-0.7912532244490056,-0.38597182166270005,1.072402446764646,-0.4541660322814858,-0.21824583114301144,-2.1414773213070966,0.7980625834186519,0.3016832036972207,0.019704891875943903,0.014888337620009198,-0.08999504176321035,-2.032109589567842,-1.316866068118125,3.5470285378552715,-0.6158807612440226,-0.38774837686670793,1.0148515594655299,-0.22294136951843224,-0.14240188840221324,0.3698995740010672,-0.004876427202518567,-0.026132010587106475,-0.00863325245816023,-1.5087548849168715,0.0,-2.953847977560339,0.0,3.070316656228729,1.2719595353881632
6,7.0,0.45500671049774366,-0.21583703038569113,0.5291170896624409,0.2622819984821012,-0.5749828692978184,-0.2052842412570382,-0.8517258427915481,0.5209202748416046,-0.8607862612634564,0.06235048015169414,-0.9096996297114298,0.1336184598096854,0.8502894423597276,-0.30255327135116106,-0.0015970409405598462,-0.03874216866877267,-0.1805872049966279,-0.2685482343115275,-0.6578745508146254,0.3246093214705432,0.1335155719746634,0.07521835453901776,-0.08440530848273473,-0.024848618422798438,-0.6360422988221174,-0.4221905017413301,1.1925890197889386,-0.17073267331370176,-0.10449503293440673,0.28044391161198184,-0.017511004353633636,-0.010842385746346751,0.02860278454512411,0.023679351450290303,-0.008740432535794736,-0.0009995838605424854,0.07220617289441356,-0.060534526017482326,-1.0926407493142802,0.0,0.8592091163239263,0.09975732838510727
7,8.0,1.2970711441663192,-0.6604853195305416,2.6769904324474307,-2.9387656027098563,1.5883907902568928,-5.64191022951379,-1.7099666282008914,0.9249792645716283,-3.2817668497036974,0.6983668081679401,-1.1511784861328906,-0.6725430777563874,1.9867374111438982,-1.3039069712866749,-1.0232406809295764,1.1705011332703583,-0.7664755815116608,-0.6025628884199841,-2.4151557753094406,1.4718890035107728,1.125307612003134,-0.1770943172903992,-0.10354733132495232,0.16162067360549048,-3.1553783506935185,-1.967741383967176,5.388084956939208,-0.6594122889347083,-0.4087648781705683,1.0941520697393685,-0.19363788886171812,-0.12258457711816775,0.32565789691511904,-0.07485600344789009,-0.02980736121088403,-0.007134618137365769,-2.9650000431449977,0.0,-5.228015998057624,0.0,3.4112365100145574,1.1397091207618502
8,9.0,-0.018842857635540278,-0.291403624656265,-1.4167318639259279,0.8543010433067533,-0.07783391937212358,3.5499759725128768,-0.2602933562253823,0.5989504639852521,1.5048605725948572,-1.1544821234292961,1.8642800012091207,1.5848354031352423,-0.385861982978593,0.9680678004979175,1.2929073670210862,-0.6301678729353254,0.5711434720169903,0.5809167822667517,0.7392351591941726,-1.196141838774774,-1.4909299125741307,0.4001395104158389,0.14000364521261321,-0.43092807073654404,2.401770019617078,1.4289410006748735,-3.8912091512838867,0.29433481421473473,0.1823297574631459,-0.48793760408404363,0.12493719269158811,0.07884589489148741,-0.21086419412475416,0.14790886259153194,0.013563535576653482,0.004501237189128428,2.953905118806594,-0.035292358988631874,4.224032261058707,0.0,-1.556022276217509,-0.7588126645073506
9,10.0,0.6695248758508074,-0.4540526194669332,0.7785636985790141,-1.6692727058637291,1.150884417788304,-1.819088048675523,-0.969415407764723,0.6684580248291752,-1.0564103219957461,0.04482784967087744,0.03571814792471861,0.02044820853471746,0.7790969397124649,-0.4072560278929751,-0.20140965251518544,0.4655921780212279,-0.24321175306706228,-0.12026064742333903,-1.0033749333004256,0.5093972681739778,0.24342510073146334,0.0017500545077121857,0.0011181394989192642,-0.009294853544693879,-0.8802404087731153,-0.5609091933856327,1.5678821829913459,-0.1003784962326368,-0.0631423694687531,0.17222832305001032,-0.022962548769964047,-0.014531004163452741,0.03934129996377132,-0.0004019783512653474,-0.0028488359855569556,-0.0006978721503504663,-0.7685590216679679,0.0,-1.7373886736702067,0.0,0.5608710757876281,0.1445909640653501
