,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,1.0,-0.25125000407528597,-0.5134009862229221,-0.772407239605592,0.8074938850263995,1.2982546787964817,2.2984658276376524,-0.23946583485047956,-0.5358740090498013,-0.7759771190174779,-0.30044401811834665,1.020083780104398,-0.2944343115544117,-1.0410708587294382,2.829207608545808,-1.00362206129624,-0.4430791602462102,1.4941879576851207,-0.47183148898189653,-0.06328354409082686,0.22505274107584322,-0.06812370177118504,-0.08951603524335147,-0.050011306355375,-0.006235674231285554,0.0,-2.1254984414039257,0.0,0.0,1.7619958069153847,0.7754807006743047
1,2.0,-0.04722082783635122,0.06182593953853925,0.12306743595259687,0.11343471861587989,-0.1404915713212127,-0.4165506170563853,-0.05112110969830687,0.06520775437798368,0.12231532671022867,0.12141124968095299,-0.32544571113003357,0.11895062195468058,0.14766952377215248,-0.35603887589098987,0.1508675021683218,0.01023865226179695,-0.0014201555555915756,0.011214577222708959,0.01176546258966725,-0.03846846760411309,0.012578491751554614,0.0246468196782242,-0.002978573469655374,0.0010144246199916699,0.0,0.2981292020817028,0.0,0.0,-0.027890565014460682,-0.32355124058296936
2,3.0,0.22461733729116126,-0.17680266806875042,0.46427590349711434,0.4240456604643732,-0.4227525233567287,-0.5920125742331738,0.5108718412869875,-0.4200539634584962,0.6597266262879428,-0.1288148704576761,-0.4093754220289515,-0.3255621145861154,0.11722888314159073,-0.10158729888262358,0.11236231200262253,0.08787200879910605,-0.29380807604441467,0.09163058947785177,0.015722696706038576,-0.0517507664745316,0.0167890572494559,0.09630313135006298,0.008294441930093897,0.0017021906535701445,-0.06062968228409769,0.11689173976985653,-0.026929314849078692,0.0,-0.2472821075081235,0.14369010616049668
3,4.0,-0.26805705586631773,0.20962102393795173,-0.3741750503673493,0.4527878097051252,-0.3137342222018913,0.8334160339872055,-0.33075370797845643,0.261154855826885,-0.41831066652147775,0.06717025430667596,0.06583933743215428,0.13397889452234515,-0.19036046280736724,0.5002335035514758,-0.19469771097564972,-0.07216188674445419,0.25559151144898,-0.07567028495099977,-0.05150311945072877,0.17587499524123407,-0.05544249059046506,0.02454433323735633,-0.007485037195973525,-0.00721513303640017,-0.0006621746061123337,-0.43280781812179103,-3.0803971206572436e-05,0.0,0.16025726322930695,-0.21433128727913564
4,5.0,-0.013491827515065169,-0.0007436463525084674,-0.18043235400957866,0.06866903531501589,-0.00767511488067138,0.5164757003076208,0.005659484884736568,-0.01989587508933961,-0.1714791868408033,-0.05991483586822028,0.18480047273535585,-0.04035779694551837,-0.12060547908307384,0.27603689837822476,-0.1234096027460946,-0.06418976286312283,0.23178557351185505,-0.06705629773369044,-0.0654299365015765,0.23196519354620904,-0.07029263402165813,-0.013208541212015805,-0.0054007077395886866,-0.007005873133320562,0.0,-0.2549614400768096,0.0,0.0,0.11352008999743046,-0.2176392672751239
5,6.0,0.06183325275386279,-0.042912278326588005,0.07048500167316109,-0.1847303011001152,0.12242584521737689,-0.19331875349491437,0.04810405023095797,-0.029509033415046595,0.0549685462781013,0.0437763521713421,-0.12157381532205125,0.03981420724142763,0.10940102400658223,-0.3543488437971034,0.11511357322597353,0.01078187309314461,-0.04357879280557028,0.01080511782629662,0.028359387017527462,-0.09286273358314921,0.030346134383124966,0.009086105100894814,-0.00022964987622926814,0.0014281512311637116,0.0,0.3059780529010251,0.0,0.0,-0.012638739677702293,0.0813214186158055
6,7.0,0.01506465540486614,-0.011289199461578251,0.22809238948571323,-0.08608505093799892,0.0440000458457272,-0.6432967429931296,-0.01604658695363593,0.020551072309704876,0.19679305864483326,0.01402285121101845,-0.046248292726630294,-0.01685714578597714,0.06368818847642493,-0.05979808648047688,0.06699585921995235,0.06540560517565516,-0.24273077265040027,0.0671329215725787,0.10487822020279305,-0.35331290162015333,0.11291151667759729,0.0024889886222491456,0.0036828522841181035,0.010577456230327157,0.0,0.08848570617061077,0.0,0.0,-0.0795353191136472,0.32949989331907437
7,8.0,0.026965211909875372,-0.021673675122409166,0.09110463774592446,-0.10261101732250637,0.06766306975395328,-0.24969450045644248,0.020448763295632406,-0.012378454021146942,0.07688168001447643,0.06564660580490375,-0.18629264163618164,0.03493609729639722,0.11238293207334625,-0.33303039682344887,0.1199421976095914,0.03133497111874597,-0.12123393556017639,0.031309421422154926,0.0717110099203083,-0.23521353887387567,0.07750960992152836,0.013144756624600323,0.001552777441014587,0.010528140395314595,0.0,0.3048034261537493,0.0,0.0,-0.039784373606440125,0.24654902100963244
8,9.0,-0.04132609982621321,0.00989243327118729,-0.5889614935975505,0.1978473579384023,-0.06462677298888342,1.701260883837256,0.008742697089663989,-0.04123291332486829,-0.5460391334401863,-0.01899139258310882,0.0939096694504605,0.030943673878073195,-0.15183249906168086,0.09824048217134423,-0.1663772533403069,-0.13253747063403304,0.4662259683603595,-0.13655261143302533,-0.17078376192573702,0.5792339365544603,-0.1827412562061466,-0.004738453678311357,-0.010044877580931536,-0.017425130784216383,0.0,-0.15943308416803187,0.0,0.0,0.1829818688674191,-0.48431700736475397
9,10.0,-0.005503312779945159,0.0036115872001630427,0.013052170855700297,0.016097727966473935,-0.012033213300698863,-0.03499633902990007,0.0031962377935239633,-0.0034632237636614007,0.01743506034444043,-0.008268226318772961,0.020552491524761005,-0.017081562265447603,-0.012340462288509806,0.053906976507885056,-0.012592923636339412,0.0033120650438422704,-0.011972334303224696,0.003351874190789891,0.005685150327915611,-0.01689412426267951,0.006322754006497994,-0.001875743219829772,0.0006592895683338864,0.0029630329084018763,0.0,-0.04352950721120479,0.0,0.0,-0.003860288731366293,0.019746109120025074
